movie_id,title,genre,rating,budget_million,gross_million,director,lead_actor,release_year
2539,Movie 2539,Action,9,150,150,,,2020
2540,Movie 2540,Sci-Fi,5.5,150,80,,Actor C,2019
2541,Movie 2541,Fantasy,6.7,100,20,Cameron,Actor C,2017
2542,Movie 2542,Fantasy,5.3,30,300,Rajamouli,Actor A,
2543,Movie 2543,Action,7.3,10,600,Nolan,Actor B,2019
2544,Movie 2544,Sci-Fi,8.8,10,150,Spielberg,Actor A,2015
2545,Movie 2545,Fantasy,5.6,10,20,Scorsese,,2017
2546,Movie 2546,Horror,,150,,Scorsese,Actor B,2016
2547,Movie 2547,Action,8.3,150,80,,Actor A,2018
2548,Movie 2548,Fantasy,7.3,10,150,Spielberg,Actor C,2020
2549,Movie 2549,Comedy,9.1,10,,Cameron,Actor B,2021
,Movie 2549,Comedy,9.5,,300,,Actor C,2022
2551,Movie 2551,Fantasy,7.8,100,150,Scorsese,Actor D,2020
2552,Movie 2552,Drama,4.2,10,300,Nolan,Actor C,2018
2553,Movie 2553,Fantasy,6.5,10,600,Rajamouli,Actor A,2020
2554,Movie 2554,Thriller,8.5,100,20,Cameron,Actor A,
2555,Movie 2555,Horror,4.7,150,20,Rajamouli,Actor B,2021
2556,Movie 2556,Comedy,8.4,10,300,Scorsese,Actor D,2021
2557,Movie 2557,Comedy,9.1,10,80,Tarantino,Actor E,2017
2558,Movie 2558,Romance,8,100,150,Cameron,Actor B,2015
2559,Movie 2559,Horror,7.7,100,150,Nolan,Actor B,2022
2560,Movie 2560,Drama,6.6,,20,Tarantino,,2015
2561,Movie 2561,Romance,8.8,60,80,,Actor B,
2562,Movie 2562,Horror,3.8,100,20,Tarantino,Actor D,2020
2563,Movie 2563,Thriller,7.7,150,,Nolan,Actor E,2022
2564,Movie 2564,Comedy,4.6,60,300,Scorsese,Actor C,2018
2565,Movie 2565,Drama,,150,600,Cameron,Actor A,2018
2566,Movie 2566,Romance,7.8,60,,Scorsese,Actor C,2017
,Movie 2567,Drama,4.3,10,20,Nolan,,2018
2568,Movie 2568,Sci-Fi,4.2,150,20,Cameron,,2021
2569,Movie 2569,Horror,5.5,60,300,Nolan,Actor B,2018
2570,Movie 2570,Comedy,5.4,100,20,Rajamouli,Actor B,2015
2571,Movie 2571,Horror,6.9,10,150,Nolan,,2016
2572,Movie 2572,Horror,6.3,150,20,Rajamouli,Actor B,2022
2573,Movie 2573,Horror,7,30,300,Rajamouli,,
2574,Movie 2574,Action,5.7,150,150,Tarantino,,2015
2575,Movie 2574,Comedy,6.9,10,,Scorsese,Actor B,2017
2576,Movie 2576,Sci-Fi,8,,20,Cameron,Actor A,2017
2577,Movie 2577,Drama,4.4,60,300,Tarantino,Actor C,2021
2578,Movie 2578,Fantasy,4.9,,80,,Actor C,2015
2579,Movie 2579,Romance,6.4,10,300,Cameron,Actor C,2015
2580,Movie 2580,Thriller,6.4,,150,Rajamouli,Actor B,
2581,Movie 2581,Sci-Fi,7.8,10,,Rajamouli,Actor A,2016
2582,Movie 2582,Romance,5.8,10,80,,,2019
2583,Movie 2583,Thriller,7,10,20,,Actor D,2019
,Movie 2584,Romance,,100,150,Spielberg,,2020
2585,Movie 2585,Fantasy,8.1,100,20,Cameron,Actor B,2017
2586,Movie 2586,Comedy,5,60,,,Actor C,2019
2587,Movie 2587,Thriller,5.4,150,600,Nolan,Actor E,2022
2588,Movie 2588,Drama,6.3,30,20,,Actor B,2018
2589,Movie 2589,Action,3.9,30,80,Tarantino,Actor A,2017
2590,Movie 2590,Thriller,5.9,60,80,Spielberg,Actor B,
2591,Movie 2591,Comedy,7.7,60,,Tarantino,Actor A,
2592,Movie 2592,Comedy,7.5,60,150,Spielberg,Actor E,2021
2593,Movie 2593,Horror,7.9,100,,Nolan,Actor B,2019
2594,Movie 2594,Thriller,3.6,10,600,Scorsese,Actor B,2020
2595,Movie 2595,Action,4.6,10,,Tarantino,Actor A,2020
2596,Movie 2596,Thriller,5.4,,,Rajamouli,,2015
2597,Movie 2597,Sci-Fi,6.9,,20,,Actor B,2016
2598,Movie 2598,Action,6.7,100,,Scorsese,Actor B,2021
2599,Movie 2599,Thriller,5.9,30,,Rajamouli,Actor E,2015
2600,Movie 2599,Thriller,9.3,,,Spielberg,,2016
,Movie 2601,Horror,3.8,60,300,Spielberg,Actor E,2018
2602,Movie 2602,Action,5,100,300,Nolan,Actor D,2022
2603,Movie 2603,Action,,,600,Cameron,Actor D,2015
2604,Movie 2604,Action,9,,600,,Actor D,2021
2605,Movie 2605,Fantasy,4.7,30,20,Nolan,Actor C,2020
2606,Movie 2606,Thriller,7.8,10,300,Nolan,,2018
2607,Movie 2607,Sci-Fi,9.3,30,600,Rajamouli,Actor E,
2608,Movie 2608,Action,5.9,10,,,Actor E,2018
2609,Movie 2609,Action,8.7,10,600,,Actor C,2016
2610,Movie 2610,Thriller,5.2,60,600,Spielberg,Actor A,2017
2611,Movie 2611,Fantasy,4.4,60,80,,Actor A,2016
2612,Movie 2612,Fantasy,3.6,30,80,Rajamouli,,2017
2613,Movie 2613,Fantasy,5.9,10,600,Cameron,Actor D,2016
2614,Movie 2614,Comedy,4,30,600,Cameron,Actor B,2018
2615,Movie 2615,Drama,7.7,30,20,Nolan,Actor C,2015
2616,Movie 2616,Fantasy,5.8,,80,Tarantino,,
2617,Movie 2617,Drama,4,30,600,Cameron,Actor C,2020
,Movie 2618,Sci-Fi,7.6,,300,Rajamouli,Actor B,2016
2619,Movie 2619,Fantasy,5.8,60,80,Nolan,Actor A,2021
2620,Movie 2620,Romance,5,30,20,Nolan,Actor A,2018
2621,Movie 2621,Sci-Fi,4.3,30,20,Scorsese,Actor E,
2622,Movie 2622,Thriller,,10,,Nolan,,2016
2623,Movie 2623,Thriller,8.1,100,80,Nolan,,2018
2624,Movie 2624,Sci-Fi,6.3,,,Nolan,,
2625,Movie 2624,Sci-Fi,7.8,30,150,Tarantino,Actor A,2017
2626,Movie 2626,Fantasy,3.7,10,600,,Actor E,
2627,Movie 2627,Romance,5.7,150,,Cameron,Actor C,2020
2628,Movie 2628,Romance,7.3,150,20,Tarantino,Actor A,2021
2629,Movie 2629,Horror,4.3,150,20,Cameron,Actor B,2015
2630,Movie 2630,Fantasy,9.4,60,300,Scorsese,Actor B,2022
2631,Movie 2631,Romance,4.6,150,600,Spielberg,Actor B,2016
2632,Movie 2632,Drama,4.5,150,300,Tarantino,,
2633,Movie 2633,Thriller,8.1,10,150,Scorsese,Actor A,2022
2634,Movie 2634,Comedy,6.7,60,80,Cameron,Actor E,2022
,Movie 2635,Fantasy,4.1,30,,Spielberg,Actor C,2019
2636,Movie 2636,Drama,6.2,150,600,,,2016
2637,Movie 2637,Horror,5.2,30,600,Tarantino,Actor C,2022
2638,Movie 2638,Action,4.1,10,150,Scorsese,Actor B,2019
2639,Movie 2639,Romance,4.6,10,,Nolan,Actor A,2020
2640,Movie 2640,Fantasy,9.2,,600,Spielberg,,2015
2641,Movie 2641,Comedy,,150,600,,Actor D,2015
2642,Movie 2642,Action,3.6,30,300,Nolan,Actor C,
2643,Movie 2643,Thriller,8.4,60,150,Spielberg,Actor D,2018
2644,Movie 2644,Drama,3.9,100,,Cameron,Actor A,2016
2645,Movie 2645,Thriller,3.6,,300,Rajamouli,,2022
2646,Movie 2646,Horror,7.3,,80,Cameron,Actor A,2022
2647,Movie 2647,Horror,4.4,100,600,Scorsese,Actor D,2018
2648,Movie 2648,Drama,6.5,,600,Spielberg,Actor B,2019
2649,Movie 2649,Drama,5.3,150,80,Cameron,Actor C,
2650,Movie 2649,Action,5.8,150,20,Scorsese,,2022
2651,Movie 2651,Fantasy,7.8,30,600,,Actor C,2019
,Movie 2652,Action,8.3,60,600,Spielberg,,2020
2653,Movie 2653,Fantasy,9.4,10,20,Rajamouli,Actor D,2020
2654,Movie 2654,Action,3.7,100,600,Spielberg,Actor D,2015
2655,Movie 2655,Thriller,4.6,30,600,Nolan,Actor E,2022
2656,Movie 2656,Action,6.6,30,600,Rajamouli,Actor B,2022
2657,Movie 2657,Action,6.5,60,80,Nolan,Actor B,2021
2658,Movie 2658,Action,9.5,100,600,,,2020
2659,Movie 2659,Thriller,9.3,30,300,Tarantino,Actor A,2022
2660,Movie 2660,Drama,,100,300,Scorsese,Actor B,2017
2661,Movie 2661,Action,7.2,30,,,Actor C,2019
2662,Movie 2662,Fantasy,4.6,,,Nolan,Actor B,2022
2663,Movie 2663,Drama,5.1,60,150,,Actor E,2019
2664,Movie 2664,Fantasy,7.6,,80,Cameron,Actor D,2017
2665,Movie 2665,Drama,4.7,60,150,Cameron,,2018
2666,Movie 2666,Horror,5.5,150,150,Tarantino,Actor D,2022
2667,Movie 2667,Romance,9,30,150,Scorsese,Actor B,2018
2668,Movie 2668,Drama,9,60,20,Cameron,Actor B,2016
,Movie 2669,Comedy,7.1,,,Nolan,Actor A,2016
2670,Movie 2670,Comedy,9.3,100,600,Scorsese,Actor A,2017
2671,Movie 2671,Thriller,9.4,30,600,Scorsese,Actor C,2016
2672,Movie 2672,Fantasy,4.3,,300,Rajamouli,Actor E,2019
2673,Movie 2673,Drama,3.5,,20,Rajamouli,Actor E,2019
2674,Movie 2674,Fantasy,6.1,30,300,,Actor A,2017
2675,Movie 2674,Fantasy,9.5,10,150,Rajamouli,Actor A,2015
2676,Movie 2676,Horror,5.3,10,,Nolan,Actor B,
2677,Movie 2677,Drama,4.6,60,300,,Actor E,2016
2678,Movie 2678,Drama,3.6,,20,Rajamouli,Actor A,2019
2679,Movie 2679,Drama,,150,600,Tarantino,,2018
2680,Movie 2680,Action,6.4,30,300,Tarantino,Actor C,2017
2681,Movie 2681,Sci-Fi,9,60,150,Nolan,Actor D,2016
2682,Movie 2682,Comedy,4.5,,,Cameron,,2020
2683,Movie 2683,Thriller,3.9,100,150,Nolan,Actor B,2022
2684,Movie 2684,Drama,5.5,100,150,Nolan,Actor E,2022
2685,Movie 2685,Action,3.7,60,150,Rajamouli,Actor A,2016
,Movie 2686,Sci-Fi,5.8,150,150,Spielberg,Actor E,2020
2687,Movie 2687,Romance,7.2,100,,Scorsese,,
2688,Movie 2688,Action,4.3,150,80,Cameron,Actor C,2018
2689,Movie 2689,Thriller,7.8,60,600,Rajamouli,Actor D,
2690,Movie 2690,Sci-Fi,4.8,60,600,Cameron,Actor E,2022
2691,Movie 2691,Action,6.1,100,600,Scorsese,Actor D,2022
2692,Movie 2692,Thriller,4,60,,Nolan,Actor A,2021
2693,Movie 2693,Drama,3.7,30,300,Rajamouli,,2017
2694,Movie 2694,Sci-Fi,6.7,,300,Tarantino,Actor D,2017
2695,Movie 2695,Drama,6.7,,80,Scorsese,Actor D,2019
2696,Movie 2696,Thriller,5.5,100,150,Spielberg,Actor D,2020
2697,Movie 2697,Thriller,7.2,,150,Spielberg,Actor A,2015
2698,Movie 2698,Comedy,,10,600,Rajamouli,Actor C,2019
2699,Movie 2699,Horror,3.6,10,150,Tarantino,Actor B,2022
2700,Movie 2699,Sci-Fi,3.7,100,,Tarantino,Actor D,2017
2701,Movie 2701,Drama,4.4,30,80,Tarantino,Actor D,2020
2702,Movie 2702,Horror,3.8,150,,Rajamouli,Actor E,2020
,Movie 2703,Horror,5.3,30,600,Cameron,Actor E,2019
2704,Movie 2704,Action,6.5,100,600,Nolan,Actor B,2021
2705,Movie 2705,Horror,4.8,60,300,Rajamouli,,2017
2706,Movie 2706,Romance,5.2,150,150,Scorsese,,2017
2707,Movie 2707,Thriller,5.1,10,300,Rajamouli,Actor E,2016
2708,Movie 2708,Thriller,7,60,600,Spielberg,Actor D,
2709,Movie 2709,Action,9.4,30,300,Tarantino,Actor D,2022
2710,Movie 2710,Thriller,8.3,60,80,,Actor E,2022
2711,Movie 2711,Thriller,5.4,150,20,Rajamouli,Actor D,2016
2712,Movie 2712,Romance,7.5,30,300,Tarantino,Actor D,2017
2713,Movie 2713,Fantasy,7.1,,600,Cameron,Actor E,2018
2714,Movie 2714,Comedy,6.3,,600,Cameron,Actor C,2022
2715,Movie 2715,Action,7.4,60,,Nolan,Actor E,2020
2716,Movie 2716,Drama,7.6,100,80,Scorsese,Actor E,2017
2717,Movie 2717,Sci-Fi,,100,150,,Actor D,2017
2718,Movie 2718,Action,7.9,30,600,Rajamouli,Actor A,2016
2719,Movie 2719,Horror,8.6,30,80,Rajamouli,Actor D,2017
,Movie 2720,Drama,6.9,150,600,Cameron,Actor A,2021
2721,Movie 2721,Comedy,4.8,30,150,Cameron,Actor E,2017
2722,Movie 2722,Sci-Fi,4.4,100,300,Spielberg,Actor D,2018
2723,Movie 2723,Fantasy,6.3,10,150,Rajamouli,Actor A,2018
2724,Movie 2724,Sci-Fi,7,60,300,Spielberg,Actor C,2019
2725,Movie 2724,Fantasy,8.8,60,80,Nolan,Actor C,2019
2726,Movie 2726,Comedy,4.9,150,150,,Actor C,
2727,Movie 2727,Sci-Fi,5.7,150,20,Scorsese,Actor B,2021
2728,Movie 2728,Thriller,5.9,60,20,Tarantino,,2022
2729,Movie 2729,Comedy,8.4,100,20,Spielberg,Actor C,2021
2730,Movie 2730,Action,7.9,10,80,Cameron,Actor C,
2731,Movie 2731,Romance,6.3,10,150,,Actor D,2020
2732,Movie 2732,Comedy,8.2,10,300,Cameron,Actor B,2016
2733,Movie 2733,Horror,4,10,600,Cameron,Actor A,2018
2734,Movie 2734,Fantasy,7.5,,600,Cameron,Actor B,2017
2735,Movie 2735,Horror,4,,150,Cameron,Actor C,2021
2736,Movie 2736,Sci-Fi,,30,80,Rajamouli,Actor A,2018
,Movie 2737,Fantasy,6.2,60,20,Cameron,Actor B,2017
2738,Movie 2738,Romance,6.4,100,600,Nolan,Actor B,2019
2739,Movie 2739,Romance,4.7,100,300,Tarantino,Actor C,2021
2740,Movie 2740,Sci-Fi,4.4,100,20,Spielberg,Actor E,
2741,Movie 2741,Thriller,7.4,30,300,Nolan,Actor D,2021
2742,Movie 2742,Action,5.8,60,600,Tarantino,Actor C,
2743,Movie 2743,Drama,7.5,30,,Rajamouli,Actor D,2019
2744,Movie 2744,Drama,7.6,10,300,Tarantino,Actor A,2022
2745,Movie 2745,Fantasy,9.4,150,20,Spielberg,Actor D,2018
2746,Movie 2746,Drama,4.3,30,300,Rajamouli,Actor A,2017
2747,Movie 2747,Comedy,4.7,150,600,Cameron,Actor D,2020
2748,Movie 2748,Horror,8.3,150,600,Tarantino,Actor D,
2749,Movie 2749,Comedy,8.4,,300,Scorsese,Actor C,2018
2750,Movie 2749,Drama,4.1,60,150,Scorsese,Actor C,2017
2751,Movie 2751,Comedy,6.6,150,600,Nolan,,
2752,Movie 2752,Horror,5.4,150,20,Spielberg,Actor E,2016
2753,Movie 2753,Action,8.4,,300,Nolan,Actor E,2016
,Movie 2754,Horror,5.9,10,80,Scorsese,Actor B,2016
2755,Movie 2755,Sci-Fi,,10,80,Scorsese,Actor D,2017
2756,Movie 2756,Drama,3.7,150,20,,Actor D,2020
2757,Movie 2757,Comedy,5.1,100,600,Cameron,Actor D,
2758,Movie 2758,Romance,8.1,30,150,Scorsese,Actor E,2021
2759,Movie 2759,Sci-Fi,8.4,,80,Scorsese,Actor A,2016
2760,Movie 2760,Sci-Fi,9.1,10,80,Tarantino,Actor C,2020
2761,Movie 2761,Sci-Fi,4.6,10,,Rajamouli,Actor E,2015
2762,Movie 2762,Romance,5.9,10,150,Tarantino,Actor A,2020
2763,Movie 2763,Sci-Fi,6.7,100,,Cameron,Actor B,
2764,Movie 2764,Action,6.6,30,20,Cameron,Actor C,2022
2765,Movie 2765,Fantasy,6.4,,600,,Actor E,2022
2766,Movie 2766,Action,5.2,60,20,,Actor D,2015
2767,Movie 2767,Thriller,5.7,100,20,Nolan,Actor D,2019
2768,Movie 2768,Thriller,9.2,10,150,Scorsese,Actor D,2019
2769,Movie 2769,Romance,4.3,60,600,Spielberg,Actor A,2016
2770,Movie 2770,Drama,8.8,,150,,Actor C,
,Movie 2771,Action,4.7,150,150,Spielberg,Actor A,2021
2772,Movie 2772,Sci-Fi,5.5,100,20,Tarantino,Actor A,2021
2773,Movie 2773,Romance,8.2,,80,Cameron,Actor A,2020
2774,Movie 2774,Action,,10,20,Spielberg,,2018
2775,Movie 2774,Action,5.3,60,,Spielberg,Actor E,2020
2776,Movie 2776,Drama,6.5,30,600,Spielberg,,2016
2777,Movie 2777,Comedy,7.7,30,,Rajamouli,Actor A,2020
2778,Movie 2778,Comedy,5.1,100,20,Spielberg,Actor C,2020
2779,Movie 2779,Romance,4.9,,600,Rajamouli,Actor C,2020
2780,Movie 2780,Action,4.4,60,,Tarantino,Actor C,2020
2781,Movie 2781,Action,5.7,100,80,Scorsese,Actor D,2022
2782,Movie 2782,Fantasy,4.4,60,20,Spielberg,,2022
2783,Movie 2783,Fantasy,8.6,100,,Tarantino,Actor A,2018
2784,Movie 2784,Romance,8.5,150,600,,Actor A,2022
2785,Movie 2785,Fantasy,4.1,10,20,Scorsese,Actor E,
2786,Movie 2786,Romance,5.6,,150,Cameron,,2019
2787,Movie 2787,Drama,6.8,100,600,Rajamouli,Actor E,2022
,Movie 2788,Comedy,7.5,60,150,Scorsese,Actor B,2015
2789,Movie 2789,Romance,7.2,150,600,Tarantino,Actor E,2020
2790,Movie 2790,Romance,7.9,150,80,Cameron,,2021
2791,Movie 2791,Thriller,4.7,100,600,,,2018
2792,Movie 2792,Sci-Fi,7.7,,150,Cameron,Actor D,
2793,Movie 2793,Comedy,,30,600,Scorsese,Actor B,2020
2794,Movie 2794,Comedy,6.1,60,150,Tarantino,Actor E,2018
2795,Movie 2795,Thriller,5.8,10,20,Cameron,Actor E,2015
2796,Movie 2796,Action,4.9,150,20,Scorsese,Actor D,2019
2797,Movie 2797,Sci-Fi,7.8,150,,Nolan,Actor E,2019
2798,Movie 2798,Drama,8.1,30,300,Cameron,Actor A,2018
2799,Movie 2799,Thriller,9.2,10,150,,Actor E,2020
2800,Movie 2799,Comedy,8.8,150,300,Nolan,Actor A,2017
2801,Movie 2801,Thriller,3.8,30,150,Spielberg,Actor A,2015
2802,Movie 2802,Drama,6.7,60,600,Nolan,Actor A,2016
2803,Movie 2803,Horror,7,60,150,Rajamouli,Actor B,
2804,Movie 2804,Drama,5.8,100,300,Cameron,Actor C,2016
,Movie 2805,Romance,4.9,150,,Cameron,Actor E,2016
2806,Movie 2806,Sci-Fi,7.9,150,300,Nolan,Actor C,2016
2807,Movie 2807,Fantasy,4.6,30,150,Cameron,Actor B,
2808,Movie 2808,Sci-Fi,6,150,150,Cameron,Actor B,2020
2809,Movie 2809,Romance,5.7,100,600,Nolan,Actor E,2018
2810,Movie 2810,Horror,6.2,10,150,Tarantino,Actor A,2021
2811,Movie 2811,Sci-Fi,4.8,150,150,Spielberg,Actor C,2016
2812,Movie 2812,Fantasy,,30,20,Spielberg,Actor A,2017
2813,Movie 2813,Horror,8.3,30,20,Tarantino,,2020
2814,Movie 2814,Horror,5.8,60,600,Nolan,Actor E,2021
2815,Movie 2815,Drama,5.8,60,20,Spielberg,,2021
2816,Movie 2816,Thriller,4.7,60,600,,,2021
2817,Movie 2817,Fantasy,4,,600,Scorsese,Actor A,2022
2818,Movie 2818,Romance,6.8,100,80,Tarantino,Actor D,2017
2819,Movie 2819,Comedy,8.6,60,600,Nolan,Actor B,2016
2820,Movie 2820,Comedy,6.2,100,,Tarantino,Actor B,2018
2821,Movie 2821,Horror,8.1,100,300,,Actor A,2018
,Movie 2822,Drama,6.7,60,300,Rajamouli,Actor A,2017
2823,Movie 2823,Fantasy,3.6,,300,Scorsese,,2017
2824,Movie 2824,Drama,8.7,,150,Nolan,Actor D,2017
2825,Movie 2824,Action,9,100,,Spielberg,,2017
2826,Movie 2826,Sci-Fi,6.4,100,80,Spielberg,Actor D,2015
2827,Movie 2827,Horror,4.1,30,300,Nolan,Actor A,2021
2828,Movie 2828,Thriller,8.4,30,300,Rajamouli,Actor D,2015
2829,Movie 2829,Comedy,5.7,10,20,Rajamouli,Actor E,2015
2830,Movie 2830,Drama,4.6,100,300,Scorsese,Actor B,2020
2831,Movie 2831,Thriller,,100,20,Cameron,Actor A,2017
2832,Movie 2832,Sci-Fi,8.6,60,,,Actor E,
2833,Movie 2833,Romance,4,,600,Cameron,Actor E,2018
2834,Movie 2834,Horror,5.7,10,300,Tarantino,Actor D,2016
2835,Movie 2835,Fantasy,7.3,150,300,Nolan,Actor E,2018
2836,Movie 2836,Comedy,6.9,150,600,Cameron,Actor D,2019
2837,Movie 2837,Comedy,4.3,150,,Scorsese,Actor A,
2838,Movie 2838,Romance,6.4,,,Spielberg,Actor C,2018
,Movie 2839,Drama,4.7,150,,Spielberg,Actor A,2021
2840,Movie 2840,Sci-Fi,4.7,,,,Actor B,2021
2841,Movie 2841,Fantasy,8.3,30,150,Nolan,,2018
2842,Movie 2842,Comedy,3.7,100,,Spielberg,Actor C,2015
2843,Movie 2843,Horror,9.3,10,150,Tarantino,Actor C,2015
2844,Movie 2844,Horror,7.6,60,300,Spielberg,Actor C,2017
2845,Movie 2845,Thriller,8,30,80,Scorsese,Actor C,2021
2846,Movie 2846,Drama,8.9,60,80,,Actor A,2018
2847,Movie 2847,Comedy,6.4,10,600,Nolan,Actor B,2018
2848,Movie 2848,Fantasy,8.3,100,150,Cameron,Actor B,2016
2849,Movie 2849,Action,6,30,80,,Actor B,2022
2850,Movie 2849,Fantasy,,30,150,Cameron,Actor B,2022
2851,Movie 2851,Romance,5.4,30,,,Actor B,2015
2852,Movie 2852,Thriller,7.5,100,,Cameron,Actor B,2018
2853,Movie 2853,Fantasy,6.8,10,150,,Actor E,
2854,Movie 2854,Drama,5.5,10,150,Spielberg,Actor D,2022
2855,Movie 2855,Thriller,3.9,,80,Tarantino,Actor D,2019
,Movie 2856,Action,4.2,150,,Rajamouli,Actor B,2018
2857,Movie 2857,Romance,5,30,150,,Actor D,2020
2858,Movie 2858,Romance,5,10,600,Rajamouli,Actor E,
2859,Movie 2859,Romance,4,60,300,Cameron,Actor C,2017
2860,Movie 2860,Drama,8.5,10,300,Rajamouli,Actor A,2015
2861,Movie 2861,Romance,3.9,100,300,Tarantino,Actor E,2017
2862,Movie 2862,Sci-Fi,6.5,100,,Tarantino,Actor D,2015
2863,Movie 2863,Sci-Fi,3.7,100,300,Nolan,Actor B,
2864,Movie 2864,Drama,6.2,150,600,Tarantino,Actor A,2017
2865,Movie 2865,Fantasy,3.7,150,80,Scorsese,Actor E,2022
2866,Movie 2866,Romance,7.2,60,20,Cameron,Actor C,2016
2867,Movie 2867,Action,5,10,300,,Actor C,2018
2868,Movie 2868,Sci-Fi,9.4,10,20,Rajamouli,Actor E,2018
2869,Movie 2869,Comedy,,10,80,Tarantino,Actor E,2015
2870,Movie 2870,Action,3.7,30,,Spielberg,Actor C,2020
2871,Movie 2871,Romance,6.3,60,600,Rajamouli,Actor B,2021
2872,Movie 2872,Drama,5.3,150,,Cameron,Actor B,2016
,Movie 2873,Fantasy,5.9,10,600,,Actor D,2015
2874,Movie 2874,Sci-Fi,8,,300,,Actor A,2015
2875,Movie 2874,Romance,6.6,,,Scorsese,Actor B,2019
2876,Movie 2876,Romance,6.4,,600,,Actor B,2022
2877,Movie 2877,Romance,4.4,30,80,,Actor A,2017
2878,Movie 2878,Fantasy,8.1,30,80,Scorsese,Actor E,
2879,Movie 2879,Fantasy,3.7,,600,Nolan,Actor A,2019
2880,Movie 2880,Fantasy,6,30,150,Rajamouli,,2021
2881,Movie 2881,Romance,8.5,10,150,Tarantino,Actor E,2021
2882,Movie 2882,Thriller,8.7,60,80,Nolan,Actor B,2017
2883,Movie 2883,Action,5.2,10,600,Scorsese,Actor C,
2884,Movie 2884,Horror,9.2,10,,Cameron,,2019
2885,Movie 2885,Action,4.1,10,20,Scorsese,Actor E,2016
2886,Movie 2886,Thriller,9.1,10,,Nolan,Actor C,2022
2887,Movie 2887,Fantasy,4.7,30,80,Spielberg,Actor E,2019
2888,Movie 2888,Fantasy,,100,150,Spielberg,Actor A,2017
2889,Movie 2889,Comedy,6.6,100,300,Spielberg,Actor A,2022
,Movie 2890,Action,8.1,,600,Nolan,Actor C,2021
2891,Movie 2891,Comedy,9,150,150,,Actor C,2019
2892,Movie 2892,Romance,4.7,10,20,Scorsese,Actor D,
2893,Movie 2893,Horror,4.7,,300,Spielberg,Actor C,
2894,Movie 2894,Drama,3.7,60,300,Scorsese,Actor E,2018
2895,Movie 2895,Sci-Fi,8.6,60,600,Nolan,Actor C,2016
2896,Movie 2896,Horror,7.3,,300,Nolan,Actor C,2020
2897,Movie 2897,Thriller,6.2,100,80,,Actor C,2016
2898,Movie 2898,Fantasy,7.6,30,20,Rajamouli,Actor B,2020
2899,Movie 2899,Sci-Fi,6.9,10,300,Nolan,Actor B,2017
2900,Movie 2899,Action,4.4,100,300,Tarantino,Actor E,
2901,Movie 2901,Romance,7,150,,Nolan,Actor D,2021
2902,Movie 2902,Action,8.2,30,,Tarantino,Actor A,2022
2903,Movie 2903,Action,7,10,300,,Actor C,2016
2904,Movie 2904,Comedy,8.8,60,80,,Actor B,2022
2905,Movie 2905,Comedy,9.4,150,,Tarantino,,2017
2906,Movie 2906,Action,6.3,,,Rajamouli,,
,Movie 2907,Action,,100,600,Cameron,Actor E,2019
2908,Movie 2908,Fantasy,8.6,10,20,Tarantino,Actor B,
2909,Movie 2909,Fantasy,8.3,150,20,Scorsese,Actor C,2016
2910,Movie 2910,Action,8.5,30,20,Tarantino,Actor B,2015
2911,Movie 2911,Horror,6.8,,20,Rajamouli,Actor E,2022
2912,Movie 2912,Thriller,8.3,,,Tarantino,,2018
2913,Movie 2913,Fantasy,5.8,30,,,Actor D,
2914,Movie 2914,Action,4.6,,600,Nolan,Actor E,2022
2915,Movie 2915,Fantasy,8.3,,20,Nolan,,2019
2916,Movie 2916,Sci-Fi,7.8,100,600,Spielberg,,2020
2917,Movie 2917,Romance,4.2,100,,Nolan,Actor E,2022
2918,Movie 2918,Action,5.9,30,20,,Actor D,2021
2919,Movie 2919,Action,7.5,60,150,Nolan,,
2920,Movie 2920,Comedy,3.6,30,150,Scorsese,Actor D,2021
2921,Movie 2921,Sci-Fi,3.6,150,,Cameron,Actor A,2022
2922,Movie 2922,Horror,5.7,60,,,Actor A,2018
2923,Movie 2923,Thriller,8.4,,600,Spielberg,,2022
,Movie 2924,Horror,6.6,,80,Scorsese,Actor C,2020
2925,Movie 2924,Romance,6.7,30,150,Rajamouli,Actor E,2018
2926,Movie 2926,Fantasy,,30,20,Scorsese,Actor A,2018
2927,Movie 2927,Comedy,6.4,150,600,Scorsese,Actor E,2018
2928,Movie 2928,Drama,5.6,,,Tarantino,Actor B,2020
2929,Movie 2929,Sci-Fi,4.6,10,150,Cameron,Actor C,2020
2930,Movie 2930,Action,4.9,60,20,,,2016
2931,Movie 2931,Sci-Fi,7.2,,,Nolan,Actor C,2020
2932,Movie 2932,Romance,6.3,100,,Spielberg,Actor B,
2933,Movie 2933,Fantasy,5.8,,80,Nolan,Actor C,2017
2934,Movie 2934,Horror,8.8,10,150,Rajamouli,Actor B,2017
2935,Movie 2935,Comedy,9,,80,Scorsese,,2017
2936,Movie 2936,Sci-Fi,8.7,150,20,Tarantino,Actor B,2015
2937,Movie 2937,Comedy,5.8,100,300,Cameron,Actor A,2019
2938,Movie 2938,Fantasy,9,,80,Spielberg,Actor D,2019
2939,Movie 2939,Comedy,7.6,10,20,Spielberg,Actor C,
2940,Movie 2940,Romance,7.5,100,150,Nolan,Actor A,2018
,Movie 2941,Drama,4.9,10,150,Scorsese,Actor A,2017
2942,Movie 2942,Romance,4.7,150,,,Actor E,2017
2943,Movie 2943,Romance,5.9,,,Rajamouli,Actor A,2017
2944,Movie 2944,Fantasy,7.1,150,150,Rajamouli,Actor E,2021
